VentaID,FechaVenta,HoraVenta,SucursalNombre,CiudadSucursal,VendedorNombre,ClienteNombre,GeneroCliente,EdadCliente,EmailCliente,TelefonoCliente,DireccionCliente,MetodoPago,NombreProducto1,MarcaProducto1,CantidadProducto1,PrecioUnitarioProducto1,SubtotalProducto1,NombreProducto2,MarcaProducto2,CantidadProducto2,PrecioUnitarioProducto2,SubtotalProducto2,NombreProducto3,MarcaProducto3,CantidadProducto3,PrecioUnitarioProducto3,SubtotalProducto3,DescuentoVenta,TotalVenta,AñoVenta,MesVenta
14373,06/03/2020,06:05 p. m.,TechCore Medellín #2,Medellín,Juanito Diaz,Anastasio Huerta Gordillo,M,25,anastasio79@hotmail.com,+34 922 902 273,cll 30 #48-14,Billetera Digital,Asus ROG Strix G15,Asus,1,6400000,6400000,Dell Inspiron 15,Dell,20.0,30000000.0,60000000.0,Dell Latitude 7420,Dell,10.0,56000000.0,56000000.0,0,180000000,2020,3
14374,29/11/2015,04:18 p. m.,TechCore Medellín #1,Medellín,Ibán López Córdoba,Maristela Guzmán,F,47,maristela26@gmail.com,+34 966 750 952,cll 53 #6-84,Tarjeta Crédito,Lenovo ThinkPad X1 Carbon,Lenovo,1,6800000,6800000,,,,,,,,,,,15,57800000,2015,11
14375,23/12/2024,02:24 a. m.,TechCore Pereira,Pereira,Carina Parejo Carranza,Teo Español Porcel,M,18,teo35@hotmail.com,+34918 329 697,cll 21 #75-33,Tarjeta Débito,Acer Swift 3,Acer,1,2600000,2600000,Dell Alienware m15,Dell,20.0,80000000.0,160000000.0,,,,,,0,186000000,2024,12
14376,20/02/2016,02:53 a. m.,TechCore Medellín #2,Medellín,Juan José Porcel-Riera,Berta del Toledo,F,37,berta86@gmail.com,+34 727216611,cll 83 #28-96,Tarjeta Débito,Dell Latitude 7420,Dell,1,5600000,5600000,MSI GS66 Stealth,MSI,10.0,80000000.0,80000000.0,Lenovo IdeaPad 5,Lenovo,20.0,28000000.0,56000000.0,0,192000000,2016,2
14377,06/08/2025,04:44 p. m.,TechCore Medellín #1,Medellín,Ibán López Córdoba,María Cristina Tovar-Rodrigo,F,19,maría36@hotmail.com,+34846995075,cra 4 #52-4,Transferencia,Apple MacBook Pro 16,Apple,1,9600000,9600000,HP Pavilion 15,HP,10.0,35000000.0,35000000.0,Asus VivoBook 15,Asus,20.0,24000000.0,48000000.0,0,179000000,2025,8
14378,22/08/2025,10:53 p. m.,TechCore Bogotá #2,Bogotá,Eloísa Plaza Hurtado,Aurelio Checa,M,30,aurelio98@hotmail.com,+34873376752,cll 44 #94-81,Billetera Digital,Dell Latitude 7420,Dell,1,5600000,5600000,Lenovo Yoga 7i,Lenovo,20.0,44000000.0,88000000.0,,,,,,0,144000000,2025,8
14379,28/04/2016,04:01 p. m.,TechCore Medellín #1,Medellín,Ana Sofía Llopis Blázquez,Jessica Ana Belén Acuña Carranza,F,38,jessica42@hotmail.com,+34860240279,cra 53 #64-55,Tarjeta Crédito,Lenovo Yoga 7i,Lenovo,1,4400000,4400000,HP Pavilion 15,HP,20.0,35000000.0,70000000.0,Lenovo ThinkPad X1 Carbon,Lenovo,10.0,68000000.0,68000000.0,0,182000000,2016,4
14380,20/03/2015,09:44 a. m.,TechCore Medellín #2,Medellín,Juanito Diaz,Imelda Nieto Patiño,F,47,imelda4@gmail.com,+34 977418932,cll 32 #5-82,Tarjeta Crédito,Lenovo ThinkPad X1 Carbon,Lenovo,1,6800000,6800000,Lenovo Yoga 7i,Lenovo,10.0,44000000.0,44000000.0,Lenovo Legion 5 Pro,Lenovo,20.0,72000000.0,144000000.0,0,256000000,2015,3
14381,17/03/2022,02:20 a. m.,TechCore Bogotá #2,Bogotá,Armida Azorin Plaza,Victorino Pavón Quintero,M,24,victorino71@hotmail.com,+34 943 52 98 48,cll 38 #41-35,Tarjeta Débito,Lenovo Legion 5 Pro,Lenovo,1,7200000,7200000,Dell Inspiron 15,Dell,10.0,30000000.0,30000000.0,,,,,,5,96900000,2022,3
14382,27/03/2017,10:31 a. m.,TechCore Bogotá #2,Bogotá,Edu Juan Pedraza,Lupe Bas Cal,M,20,lupe87@hotmail.com,+34 980 396 788,cll 17 #94-24,Billetera Digital,HP Spectre x360,HP,2,5200000,10400000,Lenovo IdeaPad 5,Lenovo,20.0,28000000.0,56000000.0,Samsung Galaxy Chromebook 2,Samsung,20.0,20000000.0,40000000.0,0,200000000,2017,3
14383,23/12/2017,12:05 p. m.,TechCore Bogotá #2,Bogotá,Edu Juan Pedraza,Maribel Carpio Manjón,F,19,maribel16@yahoo.com,+34927 14 29 77,cra 93 #60-23,Tarjeta Crédito,Apple MacBook Pro 14,Apple,1,8000000,8000000,Dell Latitude 7420,Dell,10.0,56000000.0,56000000.0,,,,,,0,136000000,2017,12
14384,31/10/2019,01:05 p. m.,TechCore Medellín #1,Medellín,Ana Sofía Llopis Blázquez,Jenaro Bravo Iñiguez,M,51,jenaro92@yahoo.com,+34800 53 75 11,cra 94 #95-86,Transferencia,Lenovo Yoga 7i,Lenovo,1,4400000,4400000,,,,,,,,,,,0,44000000,2019,10
14385,15/09/2014,04:30 a. m.,TechCore Medellín #1,Medellín,Dominga del Alcántara,Marciano Tejera-Yuste,M,47,marciano92@gmail.com,+34800 78 04 19,cra 90 #19-47,Tarjeta Débito,Lenovo IdeaPad 5,Lenovo,2,2800000,5600000,,,,,,,,,,,15,47600000,2014,9
14386,27/12/2018,07:49 p. m.,TechCore Bogotá #2,Bogotá,Eloísa Plaza Hurtado,Luis Ángel de Leon,M,27,luis17@hotmail.com,+34847 29 98 92,cra 5 #31-84,Tarjeta Débito,Apple MacBook Air M1,Apple,2,5500000,11000000,,,,,,,,,,,5,104500000,2018,12
14387,22/12/2022,11:58 a. m.,TechCore Bogotá #1,Bogotá,Evaristo Guillen Peña,Eutimio Valdés Figueras,M,34,eutimio45@yahoo.com,+34953 42 26 54,cll 33 #86-66,Tarjeta Débito,Samsung Galaxy Book Odyssey,Samsung,1,6800000,6800000,,,,,,,,,,,0,68000000,2022,12
14388,20/08/2019,06:25 p. m.,TechCore Bogotá #1,Bogotá,María Belén Alegria Camps,Íngrid Castells Espinosa,F,45,íngrid23@hotmail.com,+34946 22 27 07,cra 64 #80-70,Tarjeta Crédito,HP Pavilion 15,HP,1,3500000,3500000,,,,,,,,,,,0,35000000,2019,8
14389,30/11/2017,02:23 a. m.,TechCore Medellín #2,Medellín,Juan José Porcel-Riera,Bernardita Concepción Gascón Castejón,F,37,bernardita5@gmail.com,+34985 81 65 12,cra 23 #41-58,Tarjeta Crédito,HP Spectre x360,HP,2,5200000,10400000,,,,,,,,,,,0,104000000,2017,11
14390,16/06/2016,10:36 p. m.,TechCore Pereira,Pereira,María Ramírez Pou,Modesta de Araujo,F,19,modesta58@yahoo.com,+34 921303659,cll 98 #65-34,Transferencia,Lenovo ThinkPad X1 Carbon,Lenovo,2,6800000,13600000,Dell Latitude 7420,Dell,20.0,56000000.0,112000000.0,Apple MacBook Pro 14,Apple,10.0,80000000.0,80000000.0,0,328000000,2016,6
14391,31/12/2016,08:17 a. m.,TechCore Pereira,Pereira,María Ramírez Pou,Juan Pablo Atienza Padilla,M,27,juan66@hotmail.com,+34982 27 38 33,cll 31 #81-57,Tarjeta Crédito,HP Pavilion 15,HP,2,3500000,7000000,HP Omen 16,HP,20.0,60000000.0,120000000.0,Samsung Galaxy Book Flex,Samsung,20.0,56000000.0,112000000.0,0,302000000,2016,12
14392,26/05/2019,10:21 p. m.,TechCore Cali,Cali,Rosendo Barberá Cordero,Yolanda Salinas Atienza,F,33,yolanda24@yahoo.com,+34871 367 608,cll 80 #2-13,Transferencia,Apple MacBook Pro 14,Apple,2,8000000,16000000,HP Envy 13,HP,10.0,40000000.0,40000000.0,,,,,,0,200000000,2019,5
14393,02/04/2022,07:32 p. m.,TechCore Bogotá #1,Bogotá,Evaristo Guillen Peña,Graciana Barberá Batlle,F,30,graciana40@hotmail.com,+34981 550 947,cll 57 #56-51,Transferencia,Dell Latitude 7420,Dell,2,5600000,11200000,,,,,,,,,,,0,112000000,2022,4
14394,13/11/2014,07:40 p. m.,TechCore Bogotá #2,Bogotá,Olivia Armas Ayuso,Nazaret Machado,M,40,nazaret81@hotmail.com,+34 981691006,cra 60 #13-29,Tarjeta Crédito,Asus ROG Strix G15,Asus,1,6400000,6400000,Acer Swift 3,Acer,10.0,26000000.0,26000000.0,,,,,,0,90000000,2014,11
14395,09/03/2023,08:14 p. m.,TechCore Medellín #2,Medellín,Luisina Lasa,Roldán Noriega Cuevas,M,51,roldán38@hotmail.com,+34 971434173,cra 63 #45-51,Tarjeta Crédito,HP Omen 16,HP,2,6000000,12000000,Lenovo Legion 5 Pro,Lenovo,20.0,72000000.0,144000000.0,,,,,,5,250800000,2023,3
14396,10/01/2015,09:23 p. m.,TechCore Bogotá #1,Bogotá,Griselda Arnaiz Palacio,Calixto del Tamayo,M,45,calixto18@yahoo.com,+34 827 42 53 85,cra 23 #30-7,Tarjeta Débito,Dell Latitude 7420,Dell,1,5600000,5600000,Lenovo Yoga 7i,Lenovo,20.0,44000000.0,88000000.0,Lenovo IdeaPad 5,Lenovo,10.0,28000000.0,28000000.0,0,172000000,2015,1
14397,02/06/2020,08:40 p. m.,TechCore Medellín #2,Medellín,Almudena Adelaida Lledó Garrido,Hugo Sacristán Varela,M,32,hugo89@gmail.com,+34827287637,cll 29 #56-37,Tarjeta Crédito,Asus VivoBook 15,Asus,2,2400000,4800000,,,,,,,,,,,0,48000000,2020,6
14398,24/10/2020,10:57 a. m.,TechCore Pereira,Pereira,Amílcar Ortega-Alberto,Vito Soler Julián,M,29,vito66@yahoo.com,+34883433982,cra 38 #30-63,Tarjeta Débito,HP Spectre x360,HP,1,5200000,5200000,,,,,,,,,,,5,49400000,2020,10
14399,09/12/2024,07:08 p. m.,TechCore Medellín #2,Medellín,Luisina Lasa,Hector Manso Echeverría,M,19,hector8@yahoo.com,+34 851 055 681,cra 9 #7-12,Transferencia,HP Spectre x360,HP,1,5200000,5200000,Lenovo Legion 5 Pro,Lenovo,10.0,72000000.0,72000000.0,,,,,,5,117800000,2024,12
14400,28/02/2022,09:34 a. m.,TechCore Pereira,Pereira,María Ramírez Pou,Rosa Palomo,F,29,rosa42@gmail.com,+34947 87 52 13,cra 77 #69-12,No especificado,Lenovo IdeaPad 5,Lenovo,2,2800000,5600000,,,,,,,,,,,0,56000000,2022,2
14401,12/10/2021,09:36 p. m.,TechCore Medellín #2,Medellín,Juan José Porcel-Riera,Epifanio de Ortuño,M,32,epifanio33@yahoo.com,+34 734 938 127,cll 86 #68-29,Tarjeta Crédito,HP Omen 16,HP,1,6000000,6000000,HP Pavilion 15,HP,10.0,35000000.0,35000000.0,,,,,,0,95000000,2021,10
14402,19/05/2015,02:53 p. m.,TechCore Bogotá #2,Bogotá,Armida Azorin Plaza,Isaías Huertas Navarro,M,34,isaías42@gmail.com,+34942 985 301,cra 49 #40-30,Tarjeta Crédito,Apple iMac 24,Apple,2,6400000,12800000,Dell Alienware m15,Dell,20.0,80000000.0,160000000.0,,,,,,0,288000000,2015,5
14403,30/12/2015,01:30 p. m.,TechCore Pereira,Pereira,Jose Angel Rovira Adadia,Mariano Cordero Donaire,M,37,mariano14@yahoo.com,+34869 03 30 55,cll 72 #51-61,Efectivo,Lenovo IdeaPad 5,Lenovo,1,2800000,2800000,,,,,,,,,,,0,28000000,2015,12
14404,24/05/2016,07:14 p. m.,TechCore Cali,Cali,Basilio Marcos Barrena,Dani Bejarano Soler,M,50,dani95@hotmail.com,+34 885 10 77 21,cra 32 #44-75,Tarjeta Crédito,Apple MacBook Air M1,Apple,1,5500000,5500000,,,,,,,,,,,5,52250000,2016,5
14405,20/08/2016,12:13 a. m.,TechCore Medellín #1,Medellín,Liliana Jordá Armengol,Eli Lupita Baños Clavero,F,31,eli57@gmail.com,+34922357721,cra 45 #85-52,Tarjeta Débito,Asus ROG Strix G15,Asus,2,6400000,12800000,Microsoft Surface Book 3,Microsoft,10.0,64000000.0,64000000.0,Apple MacBook Pro 16,Apple,20.0,96000000.0,192000000.0,1,345600000,2016,8
14406,07/10/2015,07:55 p. m.,TechCore Medellín #2,Medellín,Claudia Sastre-Quintero,Jessica de Martín,F,24,jessica85@gmail.com,+34888246217,cra 60 #31-58,Tarjeta Crédito,Samsung Galaxy Book Flex,Samsung,2,5600000,11200000,Asus ROG Strix G15,Asus,20.0,64000000.0,128000000.0,,,,,,0,240000000,2015,10
14407,10/04/2025,09:42 p. m.,TechCore Cali,Cali,Clímaco Salinas Zabaleta,Encarnita Paulina Prats Iborra,F,41,encarnita75@yahoo.com,+34 947712746,cra 18 #10-60,Efectivo,Lenovo IdeaPad 5,Lenovo,1,2800000,2800000,Lenovo Yoga 7i,Lenovo,20.0,44000000.0,88000000.0,Apple MacBook Pro 14,Apple,10.0,80000000.0,80000000.0,0,196000000,2025,4
14408,05/02/2022,03:02 p. m.,TechCore Bogotá #1,Bogotá,María Belén Alegria Camps,Socorro Alfonso Maza,F,30,socorro64@hotmail.com,+34 981660199,cll 59 #88-73,Billetera Digital,Asus ZenBook 14,Asus,1,3800000,3800000,Asus VivoBook 15,Asus,20.0,24000000.0,48000000.0,Dell Latitude 7420,Dell,20.0,56000000.0,112000000.0,0,198000000,2022,2
14409,01/03/2021,12:52 a. m.,TechCore Bogotá #2,Bogotá,Armida Azorin Plaza,Néstor de Oliver,M,18,néstor91@yahoo.com,+34818543728,cll 10 #4-70,Tarjeta Débito,Asus VivoBook 15,Asus,2,2400000,4800000,Lenovo IdeaPad 5,Lenovo,20.0,28000000.0,56000000.0,,,,,,0,104000000,2021,3
14410,23/05/2023,03:11 p. m.,TechCore Medellín #2,Medellín,Juanito Diaz,Francisco Jose Nadal Farré,M,28,francisco33@hotmail.com,+34 902 765 689,cra 62 #92-13,Tarjeta Crédito,Samsung Galaxy Book Flex,Samsung,1,5600000,5600000,Lenovo ThinkPad X1 Carbon,Lenovo,10.0,68000000.0,68000000.0,,,,,,0,124000000,2023,5
14411,11/07/2015,09:32 p. m.,TechCore Medellín #2,Medellín,Juan José Porcel-Riera,Evaristo Ródenas Blázquez,M,47,evaristo66@yahoo.com,+34921 71 96 38,cll 68 #66-31,Tarjeta Crédito,Lenovo IdeaPad 5,Lenovo,2,2800000,5600000,Apple MacBook Pro 16,Apple,10.0,96000000.0,96000000.0,HP Spectre x360,HP,20.0,52000000.0,104000000.0,0,256000000,2015,7
14412,11/11/2018,05:44 a. m.,TechCore Cali,Cali,Basilio Marcos Barrena,Fabricio Rius Muñoz,M,44,No especificado,+34 743261043,cra 56 #63-5,Tarjeta Crédito,Lenovo Legion 5 Pro,Lenovo,1,7200000,7200000,Apple MacBook Pro 14,Apple,10.0,80000000.0,80000000.0,Lenovo ThinkPad X1 Carbon,Lenovo,10.0,68000000.0,68000000.0,0,220000000,2018,11
14413,18/10/2015,08:29 a. m.,TechCore Medellín #2,Medellín,Luisina Lasa,Martina Sanmartín Conesa,F,46,martina49@gmail.com,+34928 886 744,cll 4 #87-86,Tarjeta Crédito,Lenovo Legion 5 Pro,Lenovo,2,7200000,14400000,,,,,,,,,,,0,144000000,2015,10
14414,26/08/2021,05:17 a. m.,TechCore Medellín #1,Medellín,Ibán López Córdoba,Bernardino Roura Coll,M,23,bernardino24@hotmail.com,+34734 358 652,cll 52 #6-44,Tarjeta Crédito,Lenovo ThinkPad X1 Carbon,Lenovo,1,6800000,6800000,Lenovo Legion 5 Pro,Lenovo,10.0,72000000.0,72000000.0,,,,,,15,119000000,2021,8
14415,25/09/2020,06:39 p. m.,TechCore Bogotá #2,Bogotá,Armida Azorin Plaza,César Márquez Maestre,M,47,césar2@hotmail.com,+34849 038 375,cra 73 #56-93,Tarjeta Crédito,Asus ZenBook 14,Asus,1,3800000,3800000,HP Pavilion 15,HP,10.0,35000000.0,35000000.0,,,,,,0,73000000,2020,9
14416,16/11/2019,08:25 p. m.,TechCore Bogotá #2,Bogotá,Armida Azorin Plaza,Eladio Carlito Marí Suárez,M,27,eladio46@hotmail.com,+34 921 95 41 31,cll 94 #41-16,Tarjeta Crédito,Acer Swift 3,Acer,2,2600000,5200000,,,,,,,,,,,0,52000000,2019,11
14417,04/03/2022,12:45 a. m.,TechCore Medellín #2,Medellín,Luisina Lasa,Vito Severiano Arregui Simó,M,39,vito85@yahoo.com,+34841 476 733,cra 76 #88-30,Tarjeta Débito,Lenovo Yoga 7i,Lenovo,1,4400000,4400000,Dell XPS 13,Dell,20.0,48000000.0,96000000.0,HP Spectre x360,HP,20.0,52000000.0,104000000.0,0,244000000,2022,3
14418,16/10/2024,12:15 p. m.,TechCore Bogotá #1,Bogotá,Aura del Bermúdez,Carmelo de Amorós,M,30,carmelo18@yahoo.com,+34 980 166 854,cra 71 #70-53,Transferencia,Dell Inspiron 15,Dell,1,3000000,3000000,HP Spectre x360,HP,10.0,52000000.0,52000000.0,,,,,,0,82000000,2024,10
14419,26/11/2015,12:30 p. m.,TechCore Medellín #2,Medellín,Luisina Lasa,Artemio Arranz Pineda,M,40,artemio33@gmail.com,+34 977 340 849,cra 48 #6-26,Tarjeta Crédito,HP Omen 16,HP,2,6000000,12000000,Dell Alienware m15,Dell,20.0,80000000.0,160000000.0,Dell Latitude 7420,Dell,20.0,56000000.0,112000000.0,0,392000000,2015,11
14420,17/12/2014,05:00 p. m.,TechCore Bogotá #1,Bogotá,Griselda Arnaiz Palacio,Luna Chaves-Pino,F,21,luna64@gmail.com,+34 702266144,cll 77 #96-35,Tarjeta Crédito,Dell Latitude 7420,Dell,1,5600000,5600000,Asus ZenBook 14,Asus,10.0,38000000.0,38000000.0,HP Omen 16,HP,20.0,60000000.0,120000000.0,0,214000000,2014,12
14421,26/10/2022,01:11 p. m.,TechCore Medellín #1,Medellín,Dominga del Alcántara,Adelardo Marco Anguita Castillo,M,42,adelardo80@gmail.com,+34 872 594 822,cra 6 #80-31,Tarjeta Débito,Lenovo IdeaPad 5,Lenovo,2,2800000,5600000,Microsoft Surface Laptop 4,Microsoft,20.0,52000000.0,104000000.0,Lenovo Legion 5 Pro,Lenovo,10.0,72000000.0,72000000.0,0,232000000,2022,10
14422,21/06/2022,03:03 p. m.,TechCore Cali,Cali,Clímaco Salinas Zabaleta,Pepe Solís,M,42,pepe25@gmail.com,+34823 124 477,cll 72 #25-54,Tarjeta Crédito,HP Spectre x360,HP,1,5200000,5200000,HP Omen 16,HP,20.0,60000000.0,120000000.0,,,,,,0,172000000,2022,6
14423,27/08/2017,03:46 a. m.,TechCore Medellín #2,Medellín,Luisina Lasa,Darío Ferrán Santamaría,M,25,darío99@yahoo.com,+34 806 642 332,cll 49 #19-19,Billetera Digital,Apple MacBook Air M1,Apple,1,5500000,5500000,,,,,,,,,,,0,55000000,2017,8
14424,04/04/2024,11:29 p. m.,TechCore Medellín #1,Medellín,Dominga del Alcántara,Estela del Bernal,F,26,estela24@gmail.com,+34 979 303 286,cra 79 #75-25,Tarjeta Crédito,Lenovo ThinkPad X1 Carbon,Lenovo,2,6800000,13600000,Dell XPS 13,Dell,10.0,48000000.0,48000000.0,Lenovo Legion 5 Pro,Lenovo,20.0,72000000.0,144000000.0,0,328000000,2024,4
14425,12/05/2019,02:35 a. m.,TechCore Medellín #1,Medellín,Ana Sofía Llopis Blázquez,Jose Ignacio Exposito,M,20,jose33@hotmail.com,+34978 694 302,cll 94 #12-46,Transferencia,Lenovo Legion 5 Pro,Lenovo,1,7200000,7200000,Acer Swift 3,Acer,10.0,26000000.0,26000000.0,Dell Inspiron 15,Dell,10.0,30000000.0,30000000.0,0,128000000,2019,5
14426,21/12/2024,01:56 p. m.,TechCore Bogotá #2,Bogotá,Herminia Meléndez-Huguet,Aurelio Feliciano Cordero Jódar,M,46,aurelio97@gmail.com,+34 920917180,cll 26 #8-22,Tarjeta Débito,Apple MacBook Air M1,Apple,1,5500000,5500000,Lenovo IdeaPad 5,Lenovo,10.0,28000000.0,28000000.0,Asus VivoBook 15,Asus,10.0,24000000.0,24000000.0,15,90950000,2024,12
14427,31/12/2015,02:36 p. m.,TechCore Medellín #1,Medellín,Liliana Jordá Armengol,Anastasia Piñeiro-Alemán,F,43,anastasia74@hotmail.com,+34 900881758,cll 35 #51-25,Billetera Digital,HP Omen 16,HP,1,6000000,6000000,,,,,,,,,,,5,57000000,2015,12
14428,07/05/2025,12:31 p. m.,TechCore Medellín #2,Medellín,Juanito Diaz,Claudia Rosell Aroca,F,23,No especificado,+34977156911,cll 74 #95-73,Tarjeta Crédito,Lenovo Legion 5 Pro,Lenovo,2,7200000,14400000,,,,,,,,,,,0,144000000,2025,5
14429,12/12/2023,10:55 a. m.,TechCore Pereira,Pereira,María Ramírez Pou,Reinaldo del Peralta,M,51,reinaldo98@yahoo.com,+34 922 95 00 91,cra 4 #58-80,Efectivo,HP Omen 16,HP,2,6000000,12000000,Lenovo IdeaPad 5,Lenovo,20.0,28000000.0,56000000.0,Asus TUF Gaming A15,Asus,10.0,48000000.0,48000000.0,5,212800000,2023,12
14430,23/10/2022,04:54 a. m.,TechCore Bogotá #1,Bogotá,Poncio Gabriel Poza Acedo,Bartolomé Aranda Sans,M,50,bartolomé42@yahoo.com,+34946431100,cll 1 #34-8,Tarjeta Débito,HP Omen 16,HP,1,6000000,6000000,Lenovo Legion 5 Pro,Lenovo,10.0,72000000.0,72000000.0,,,,,,0,132000000,2022,10
14431,11/09/2024,03:24 a. m.,TechCore Pereira,Pereira,Anacleto Morera Segovia,Hortensia Duran Valcárcel,F,19,hortensia65@yahoo.com,+34 922 96 33 35,cra 99 #52-71,Tarjeta Crédito,Apple MacBook Pro 14,Apple,2,8000000,16000000,Dell XPS 13,Dell,20.0,48000000.0,96000000.0,Lenovo ThinkPad X1 Carbon,Lenovo,20.0,68000000.0,136000000.0,0,392000000,2024,9
14432,21/02/2025,07:46 p. m.,TechCore Bogotá #1,Bogotá,Griselda Arnaiz Palacio,Flor Bru Corbacho,F,33,flor12@hotmail.com,+34886378241,cra 44 #76-6,Tarjeta Crédito,Lenovo Yoga 7i,Lenovo,2,4400000,8800000,Dell XPS 13,Dell,20.0,48000000.0,96000000.0,,,,,,0,184000000,2025,2
14433,10/06/2025,05:59 a. m.,TechCore Medellín #1,Medellín,Ana Sofía Llopis Blázquez,Natanael de Peñas,M,50,natanael8@gmail.com,+34 883 677 625,cra 28 #56-75,Tarjeta Crédito,Apple MacBook Air M1,Apple,2,5500000,11000000,,,,,,,,,,,15,93500000,2025,6
14434,23/09/2020,11:20 p. m.,TechCore Cali,Cali,Jacinta Juárez Marín,Vicenta Losada,F,34,vicenta79@yahoo.com,+34880 15 23 69,cra 32 #57-48,Tarjeta Débito,Asus VivoBook 15,Asus,1,2400000,2400000,HP Pavilion 15,HP,20.0,35000000.0,70000000.0,Lenovo Yoga 7i,Lenovo,10.0,44000000.0,44000000.0,5,131100000,2020,9
14435,16/08/2017,01:16 a. m.,TechCore Medellín #1,Medellín,Ibán López Córdoba,Pedro Rosa Fortuny,M,40,pedro70@gmail.com,+34 845147206,cll 70 #89-39,Tarjeta Débito,Lenovo ThinkPad X1 Carbon,Lenovo,2,6800000,13600000,Acer Nitro 5,Acer,20.0,40000000.0,80000000.0,,,,,,0,216000000,2017,8
14436,17/07/2021,11:34 p. m.,TechCore Bogotá #1,Bogotá,Griselda Arnaiz Palacio,Victor Manuel de Cañas,M,32,victor15@yahoo.com,+34946038852,cll 77 #70-94,Tarjeta Crédito,Dell Alienware m15,Dell,1,8000000,8000000,Lenovo Yoga 7i,Lenovo,10.0,44000000.0,44000000.0,,,,,,0,124000000,2021,7
14437,17/12/2023,12:10 p. m.,TechCore Medellín #1,Medellín,Ibán López Córdoba,Apolinar Samper Aguado,M,36,No especificado,+34 883446649,cll 56 #51-71,Tarjeta Crédito,Dell Alienware m15,Dell,1,8000000,8000000,HP Spectre x360,HP,20.0,52000000.0,104000000.0,Apple MacBook Pro 14,Apple,20.0,80000000.0,160000000.0,0,344000000,2023,12
14438,11/10/2015,01:30 a. m.,TechCore Pereira,Pereira,Jose Angel Rovira Adadia,Hugo Chus Cantero Campillo,M,20,hugo91@hotmail.com,+34 820 43 81 11,cra 21 #98-51,Tarjeta Crédito,Lenovo ThinkPad X1 Carbon,Lenovo,1,6800000,6800000,Dell Latitude 7420,Dell,20.0,56000000.0,112000000.0,Apple MacBook Pro 14,Apple,10.0,80000000.0,80000000.0,0,260000000,2015,10
14439,12/09/2018,02:09 a. m.,TechCore Medellín #1,Medellín,Eusebia Jara Macias,Florencio Ropero,M,19,No especificado,+34976002395,cll 52 #27-70,Tarjeta Crédito,Dell Inspiron 15,Dell,2,3000000,6000000,Dell XPS 13,Dell,20.0,48000000.0,96000000.0,,,,,,0,156000000,2018,9
14440,18/11/2023,09:01 a. m.,TechCore Cali,Cali,Rosendo Barberá Cordero,Teresita Tomas Vila,F,34,teresita37@yahoo.com,+34 911387767,cra 21 #18-6,Tarjeta Crédito,HP Pavilion 15,HP,2,3500000,7000000,HP Envy 13,HP,10.0,40000000.0,40000000.0,,,,,,0,110000000,2023,11
14441,11/06/2017,12:49 p. m.,TechCore Medellín #1,Medellín,Dominga del Alcántara,Jesusa Arnau-Villa,F,34,jesusa13@gmail.com,+34 975311482,cra 65 #43-71,Transferencia,Lenovo ThinkPad X1 Carbon,Lenovo,2,6800000,13600000,,,,,,,,,,,5,129200000,2017,6
14442,05/03/2019,11:16 a. m.,TechCore Pereira,Pereira,Carina Parejo Carranza,Raúl Sanjuan Morante,M,19,raúl17@hotmail.com,+34 824036950,cll 20 #1-20,Tarjeta Crédito,Lenovo Yoga 7i,Lenovo,1,4400000,4400000,Dell XPS 13,Dell,10.0,48000000.0,48000000.0,Acer Aspire 5,Acer,10.0,20000000.0,20000000.0,1,100800000,2019,3
14443,27/01/2017,11:45 a. m.,TechCore Cali,Cali,Florencio Iker Vara Nebot,Jacinta Baró-Alonso,F,24,jacinta83@gmail.com,+34 920 807 215,cll 23 #44-33,Billetera Digital,HP Omen 16,HP,1,6000000,6000000,Dell Inspiron 15,Dell,10.0,30000000.0,30000000.0,HP Spectre x360,HP,10.0,52000000.0,52000000.0,0,142000000,2017,1
14444,27/05/2025,07:58 a. m.,TechCore Medellín #2,Medellín,Almudena Adelaida Lledó Garrido,Leire Ileana Abella Feijoo,F,45,leire82@yahoo.com,+34743492145,cll 8 #14-53,No especificado,Acer Swift 3,Acer,1,2600000,2600000,Lenovo Yoga 7i,Lenovo,10.0,44000000.0,44000000.0,,,,,,0,70000000,2025,5
14445,30/07/2021,02:05 a. m.,TechCore Pereira,Pereira,Amílcar Ortega-Alberto,Ciríaco Vigil,M,47,ciríaco72@hotmail.com,+34747 474 416,cll 63 #97-77,Tarjeta Crédito,Apple iMac 24,Apple,1,6400000,6400000,Dell XPS 13,Dell,20.0,48000000.0,96000000.0,,,,,,0,160000000,2021,7
14446,19/12/2016,04:01 p. m.,TechCore Medellín #2,Medellín,Almudena Adelaida Lledó Garrido,Ruperta Mariño Llabrés,F,49,ruperta42@gmail.com,+34 875 914 316,cll 3 #47-7,Transferencia,Lenovo Legion 5 Pro,Lenovo,1,7200000,7200000,Lenovo IdeaPad 5,Lenovo,20.0,28000000.0,56000000.0,,,,,,0,128000000,2016,12
14447,22/05/2025,06:13 p. m.,TechCore Medellín #2,Medellín,Juan José Porcel-Riera,Xavier Peñas Goicoechea,M,26,No especificado,+34 872 698 081,cll 16 #20-81,Tarjeta Crédito,Lenovo Yoga 7i,Lenovo,1,4400000,4400000,Apple MacBook Pro 16,Apple,20.0,96000000.0,192000000.0,Microsoft Surface Laptop 4,Microsoft,20.0,52000000.0,104000000.0,0,340000000,2025,5
